NAME	CMC	END	LYM	SMC	MAC	RBC	ADI
DCAF12	1193.0000000000011	1058.4999999999995	545.0	976.4999999999999	1531.5000000000005	521512.0000000001	1962.999999999999
DCN	132.00000000000009	13.0	1.0	20665.999999999985	3.0	1.0	11501.500000000004
DDAH1	1380.9999999999993	1718.0	4.0	4940.499999999998	8.999999999999998	1.0	2184.4999999999986
DDR2	555.9999999999998	1434.0000000000002	26.999999999999993	14227.000000000002	11.000000000000004	1.0	13198.500000000007
DKK1	220.9999999999999	865.0000000000001	1.0	1241.499999999999	2.0	1.0	136.49999999999997
DKK3	1775.999999999999	2688.499999999999	6.0	12829.999999999993	4.0	1.0	2628.9999999999986
DLEU2_1	6.0	8.999999999999998	11.000000000000004	5.000000000000001	17.999999999999996	9242.000000000004	5.5
DMTN	26.999999999999993	355.0	86.99999999999997	15.5	6.0	86825.9999999999	193.50000000000006
DNAJC6	1295.9999999999995	148.0	37.99999999999999	55.499999999999986	25.00000000000001	240552.99999999956	65.5
DPT	1.0	1.0	1.0	7.0	1.0	1.0	721.0000000000001
DPYSL3	12751.000000000007	4636.0	3.0	7296.499999999998	69.49999999999997	1.0	2906.499999999999
DSC2	1878.9999999999989	2.0	3.0	1.0	780.9999999999997	1.0	10.5
DSG2	5041.999999999999	2.0	11.000000000000004	78.49999999999997	5.000000000000001	52.999999999999986	47.50000000000001
DSP	14580.000000000005	12.000000000000004	7.0	1385.5	17.999999999999996	180.0	1743.4999999999998
ECSCR	8.999999999999998	4138.0	4.0	64.50000000000001	2.0	1.0	20.0
EDIL3	521.0000000000005	474.9999999999995	1.0	5204.999999999996	4.0	72.99999999999997	3217.9999999999977
EDN1	135.0	5389.500000000002	20.000000000000004	335.99999999999994	37.99999999999999	1.0	51.0
EDNRA	2405.000000000002	3.0	1.0	358.49999999999983	2.0	1.0	975.4999999999993
EFEMP1	150.99999999999997	36760.500000000015	1.0	19608.999999999985	3.0	1.0	2697.0
EFS	475.9999999999998	1.0	1.0	93.99999999999997	2.0	1.0	763.0
EGFL7	252.00000000000006	4162.500000000002	7.0	149.50000000000003	64.5	1.0	174.5
EGFR	500.0	230.50000000000009	1.0	6509.5	2.0	1.0	3684.500000000002
EHD2	988.9999999999995	3968.999999999998	3.0	8094.499999999998	11.500000000000004	1.0	8938.499999999996
ELN	8.999999999999998	8.0	2.0	757.0000000000002	2.0	1.0	4105.499999999998
EMCN	66.99999999999999	1612.000000000001	1.0	4.0	1.0	1.0	65.0
EMP2	2503.0	263.50000000000006	2.0	992.5	16.0	8.999999999999998	1151.4999999999995
EPB42	18.999999999999996	17.999999999999996	134.00000000000006	13.999999999999996	70.5	35070.999999999985	32.0
EPCAM	382.0000000000002	6.0	2.0	1.5	3.0	2523.000000000002	6.5
EPHA2	770.9999999999994	2810.499999999998	3.0	1294.5000000000002	8.999999999999998	1.0	353.9999999999999
